word1,word2,MEN,cos
brick,wall,37.0,0.5350462198257446
fishing,sailing,37.0,0.5071024894714355
grey,white,37.0,0.6592746376991272
orange,strawberry,37.0,0.6123895645141602
color,purple,37.0,0.5984224677085876
blossom,daisy,37.0,0.3154444992542267
hawk,owl,37.0,0.44699713587760925
exhibition,photography,37.0,0.5466515421867371
morning,night,37.0,0.8085612058639526
band,concert,37.0,0.5124792456626892
dress,shirt,37.0,0.6608527898788452
river,waterfall,37.0,0.3830711245536804
ceramic,tiles,36.0,0.4817134141921997
cloud,droplets,36.0,0.12371242046356201
exhibition,sculpture,36.0,0.5297067761421204
oak,twigs,36.0,0.17001157999038696
movie,television,36.0,0.5262912511825562
butterfly,hummingbird,36.0,0.39863836765289307
daisy,grass,36.0,0.2879087030887604
floor,marble,36.0,0.38592758774757385
canyon,river,36.0,0.48609301447868347
decoration,interior,36.0,0.39604488015174866
flamingo,stork,36.0,0.16183476150035858
born,mother,36.0,0.5638419985771179
moon,sun,36.0,0.685300350189209
musicians,sing,36.0,0.2864173352718353
green,red,36.0,0.788107693195343
purple,white,36.0,0.7009614109992981
canine,pets,36.0,0.4249194264411926
morning,sleep,36.0,0.6783620119094849
weather,winter,36.0,0.7007777094841003
sky,sunny,36.0,0.5057073831558228
jacket,socks,36.0,0.5850781798362732
blue,red,36.0,0.8537285923957825
green,grey,36.0,0.6096001267433167
lily,petals,36.0,0.24609525501728058
blue,purple,36.0,0.8208100199699402
goose,mallard,36.0,0.3127732574939728
hotel,restaurant,36.0,0.6411978006362915
downtown,urban,36.0,0.41232651472091675
jean,skirt,36.0,0.487440288066864
guy,people,36.0,0.6942441463470459
birthday,happy,36.0,0.8998555541038513
chicken,soup,36.0,0.6964928507804871
flying,wing,36.0,0.4818539321422577
door,room,36.0,0.5995376110076904
skyline,skyscraper,36.0,0.2643631398677826
cheetah,giraffe,36.0,0.3469077944755554
feline,pets,36.0,0.4423564076423645
car,parking,36.0,0.5986971855163574
gull,mallard,36.0,0.27258241176605225
spring,winter,36.0,0.8044322729110718
daffodils,spring,36.0,0.2263903170824051
building,skyline,36.0,0.33294421434402466
salad,tomato,36.0,0.7213197946548462
book,written,36.0,0.651556134223938
bucket,water,36.0,0.5146349668502808
lady,sexy,36.0,0.5917785167694092
ceiling,room,36.0,0.4833715558052063
puddle,rain,36.0,0.3845950663089752
costumes,outfit,36.0,0.5107530355453491
hill,scenery,36.0,0.1828843355178833
bacon,chicken,36.0,0.6636589169502258
dawn,night,36.0,0.5008072853088379
cocktail,restaurant,36.0,0.5010544061660767
daffodils,petals,36.0,0.3893907070159912
canyon,valley,36.0,0.5921306014060974
brick,house,36.0,0.43752387166023254
band,rock,36.0,0.6734633445739746
book,illustrations,36.0,0.37400156259536743
desk,sitting,36.0,0.592322051525116
bright,sky,36.0,0.5862298011779785
autumn,sunny,36.0,0.5177154541015625
colour,yellow,36.0,0.6047687530517578
cold,weather,36.0,0.7230572700500488
blue,green,36.0,0.8057267069816589
glittering,sunlight,36.0,0.2383682280778885
dripping,water,36.0,0.4023401141166687
day,misty,36.0,0.28955456614494324
food,noodles,36.0,0.5613710284233093
goats,milk,36.0,0.3881168067455292
pink,yellow,36.0,0.7273741960525513
floor,interior,36.0,0.3170839548110962
black,purple,36.0,0.6928927898406982
door,window,36.0,0.6456378698348999
city,skyline,36.0,0.40422698855400085
born,living,35.0,0.5903763175010681
art,work,35.0,0.5161287188529968
pink,violet,35.0,0.5301398634910583
bath,room,35.0,0.5965923070907593
dew,rain,35.0,0.4742000997066498
boys,girls,35.0,0.8559375405311584
canyon,mountain,35.0,0.6181778311729431
white,yellow,35.0,0.7248842716217041
colour,shade,35.0,0.4864412844181061
banana,cherry,35.0,0.5006301403045654
mammals,rodents,35.0,0.35884228348731995
explosion,fire,35.0,0.5477347373962402
shore,swim,35.0,0.38509824872016907
cloud,misty,35.0,0.2596389353275299
sitting,stand,35.0,0.5685166716575623
glittering,gold,35.0,0.32902464270591736
black,white,35.0,0.9069307446479797
light,neon,35.0,0.5211217403411865
machine,washing,35.0,0.528705894947052
coffee,dinner,35.0,0.5744125247001648
feathers,flamingo,35.0,0.33313438296318054
downtown,sidewalk,35.0,0.3719255030155182
cooking,eat,35.0,0.620161235332489
feline,paws,35.0,0.3264138996601105
crow,gull,35.0,0.23055589199066162
festival,music,35.0,0.542134702205658
dirt,road,35.0,0.48770245909690857
gull,pelican,35.0,0.2983253598213196
carrots,tomato,35.0,0.5110024213790894
blossom,tree,35.0,0.5230435729026794
restaurant,shop,35.0,0.5301566123962402
cherry,grapes,35.0,0.38716593384742737
automobile,racing,35.0,0.2501557171344757
jazz,piano,35.0,0.5812016725540161
hawk,pelican,35.0,0.356573224067688
baseball,played,35.0,0.5239381790161133
bloom,plant,35.0,0.3331698477268219
ceiling,wall,35.0,0.5718846321105957
beef,potatoes,35.0,0.5347962379455566
breakfast,restaurant,35.0,0.5572353601455688
black,colour,35.0,0.5272899270057678
bright,glittering,35.0,0.2749556303024292
hummingbird,nest,35.0,0.33529847860336304
feline,whiskers,35.0,0.3382030427455902
beach,holiday,35.0,0.5732430815696716
sailing,shore,35.0,0.2701912522315979
design,graphic,35.0,0.6661722660064697
music,track,35.0,0.627860426902771
air,cold,35.0,0.4448906183242798
dessert,eat,35.0,0.5553842186927795
chocolate,strawberry,35.0,0.5938799381256104
dinner,night,35.0,0.655256986618042
dusk,sunrise,35.0,0.5014580488204956
boat,sunk,35.0,0.3668936789035797
beef,cooking,35.0,0.5558593273162842
jacket,jean,35.0,0.5078879594802856
computer,lab,35.0,0.4837774336338043
downtown,skyline,35.0,0.526934802532196
fun,game,35.0,0.5718305110931396
ivy,tree,35.0,0.36472806334495544
nest,wasp,35.0,0.4300554096698761
garden,pumpkin,35.0,0.39363688230514526
curled,haircut,35.0,0.3001464307308197
eat,meat,35.0,0.6499544382095337
outfit,skirt,35.0,0.6245412826538086
bacon,beef,35.0,0.5558323860168457
skyscraper,tower,35.0,0.37823131680488586
splash,washing,35.0,0.23592206835746765
daffodils,foliage,34.0,0.3815611004829407
garden,patio,34.0,0.520773708820343
metro,subway,34.0,0.4602223038673401
beach,scenery,34.0,0.3057541847229004
photographer,wedding,34.0,0.471944659948349
floor,room,34.0,0.7380515336990356
purple,yellow,34.0,0.7726340293884277
guitar,sing,34.0,0.46356669068336487
petals,yellow,34.0,0.35512790083885193
beads,necklace,34.0,0.6742141246795654
black,brown,34.0,0.6929423213005066
dessert,strawberry,34.0,0.5903398394584656
beef,lamb,34.0,0.5561857223510742
bread,potatoes,34.0,0.5482419729232788
fishing,harbour,34.0,0.3046983778476715
pug,terrier,34.0,0.5370532274246216
evening,time,34.0,0.5552937984466553
office,table,34.0,0.5305445790290833
cat,licking,34.0,0.3687388300895691
building,interior,34.0,0.3336332440376282
crochet,stitches,34.0,0.24712534248828888
spring,sunshine,34.0,0.4625912010669708
concert,jazz,34.0,0.43459492921829224
cooking,soup,34.0,0.5906254053115845
shade,sun,34.0,0.4506031274795532
tall,tower,34.0,0.3466934859752655
pepper,salad,34.0,0.5708211660385132
strawberry,tomato,34.0,0.4892697334289551
fruit,peel,34.0,0.3341691792011261
scenery,skyline,34.0,0.29811304807662964
green,yellow,34.0,0.7542139887809753
brown,orange,34.0,0.5739616751670837
colour,orange,34.0,0.5917066931724548
harbour,ship,34.0,0.3302156627178192
violet,yellow,34.0,0.5084985494613647
sports,swimming,34.0,0.4332202672958374
friends,happy,34.0,0.6196866631507874
blue,pink,34.0,0.8045602440834045
blossom,orange,34.0,0.4106457531452179
rail,station,34.0,0.5296100974082947
potatoes,salad,34.0,0.6092269420623779
interior,wall,34.0,0.33695605397224426
hawk,hummingbird,34.0,0.23190635442733765
cliff,coast,34.0,0.32799357175827026
feathers,wing,34.0,0.3853481113910675
brown,yellow,34.0,0.6107106804847717
raspberry,sweet,34.0,0.2572052478790283
concert,sing,34.0,0.38686856627464294
art,craft,34.0,0.5680677890777588
bloom,foliage,34.0,0.2585281729698181
chicken,rice,34.0,0.7021580338478088
cherry,orange,34.0,0.5695604681968689
blossom,fruit,34.0,0.3923700749874115
animals,wild,34.0,0.5433584451675415
line,railway,34.0,0.2423081398010254
roof,tiles,34.0,0.4320793151855469
concert,piano,34.0,0.41292914748191833
potatoes,rice,34.0,0.605171799659729
cloud,sunshine,34.0,0.3487553894519806
marble,statue,34.0,0.2557804584503174
frozen,meat,34.0,0.3999064564704895
band,punk,34.0,0.5747394561767578
insects,reptiles,34.0,0.4486713111400604
building,staircase,34.0,0.3787238895893097
bed,breakfast,34.0,0.5454846620559692
bloom,lily,34.0,0.4140875041484833
blonde,girls,34.0,0.5704253911972046
jean,outfit,34.0,0.3725850582122803
bread,cooking,34.0,0.5673844218254089
flowers,violet,34.0,0.4188598692417145
peel,skin,34.0,0.4371541738510132
dessert,diner,34.0,0.4764394462108612
art,exhibition,34.0,0.6107706427574158
jacket,shirt,34.0,0.7692304253578186
brown,purple,34.0,0.5801054239273071
floor,patio,34.0,0.4405108690261841
downtown,highway,34.0,0.48793312907218933
purple,red,34.0,0.7459135055541992
dragonfly,frog,33.0,0.3351040482521057
mammals,monkeys,33.0,0.2155124694108963
mist,morning,33.0,0.259726345539093
feathers,gull,33.0,0.26499447226524353
gull,stork,33.0,0.215023010969162
dusk,morning,33.0,0.24461832642555237
guitar,played,33.0,0.5181412100791931
bloom,violet,33.0,0.40225473046302795
mallard,stork,33.0,0.23977455496788025
band,piano,33.0,0.44698235392570496
glittering,sky,33.0,0.17630721628665924
orange,pink,33.0,0.7124294638633728
potatoes,soup,33.0,0.555443525314331
grey,violet,33.0,0.507377028465271
construction,demolition,33.0,0.5188356637954712
scenery,valley,33.0,0.15574415028095245
morning,sky,33.0,0.45560315251350403
beach,cliff,33.0,0.3450840413570404
storm,tropical,33.0,0.530205488204956
black,pink,33.0,0.7101271152496338
hat,jacket,33.0,0.5530478358268738
dragonfly,hummingbird,33.0,0.4008900821208954
pink,white,33.0,0.6923506855964661
blue,yellow,33.0,0.8036286234855652
cold,hot,33.0,0.6454014778137207
flowers,pink,33.0,0.5138288736343384
bright,star,33.0,0.4424462914466858
restaurant,sushi,33.0,0.6389712691307068
guitar,keyboard,33.0,0.5704519748687744
diner,sushi,33.0,0.4996691346168518
furniture,room,33.0,0.4871293008327484
desert,scenery,33.0,0.3150962293148041
cafe,dinner,33.0,0.49714982509613037
bakery,cafe,33.0,0.5265139937400818
flamingo,pelican,33.0,0.35332727432250977
salad,sandwich,33.0,0.6864107847213745
bright,dark,33.0,0.6350015997886658
building,floor,33.0,0.5381467342376709
bacon,eat,33.0,0.5563449263572693
apartment,floor,33.0,0.5730656385421753
railway,underground,33.0,0.30854490399360657
lips,smile,33.0,0.5292893052101135
fungi,plant,33.0,0.2739899158477783
breakfast,diner,33.0,0.5371723175048828
feathers,pelican,33.0,0.30440956354141235
bath,hot,33.0,0.5003313422203064
arch,roof,33.0,0.3439081013202667
game,match,33.0,0.6256601214408875
metro,rail,33.0,0.3852417469024658
decoration,wood,33.0,0.3834351897239685
building,demolition,33.0,0.3788006603717804
art,collage,33.0,0.49196311831474304
ship,sunk,33.0,0.34053486585617065
grey,purple,33.0,0.6611436605453491
garden,lawn,33.0,0.5531699061393738
orange,violet,33.0,0.5342220664024353
ivy,oak,33.0,0.3942834734916687
dog,licking,33.0,0.38835030794143677
dawn,sunny,33.0,0.36915338039398193
fun,kids,33.0,0.6373665928840637
lunch,restaurant,33.0,0.6060916781425476
metro,underground,33.0,0.3338932991027832
eat,strawberry,33.0,0.44158220291137695
foliage,rose,33.0,0.21039876341819763
evening,sleep,33.0,0.5396639108657837
construction,interior,33.0,0.32114237546920776
weather,wet,33.0,0.5161064267158508
fruit,nuts,33.0,0.48802223801612854
car,park,33.0,0.4386121928691864
ink,pencil,32.0,0.4680241048336029
frost,wet,32.0,0.32166609168052673
mural,work,32.0,0.19179055094718933
berry,blossom,32.0,0.2906360924243927
decoration,lighting,32.0,0.363254576921463
man,muscle,32.0,0.2963528633117676
dripping,puddle,32.0,0.3957483470439911
porch,stairs,32.0,0.4738530218601227
brown,red,32.0,0.6271001696586609
iron,rusty,32.0,0.28906700015068054
apartment,bedroom,32.0,0.7417550086975098
foliage,lily,32.0,0.13129065930843353
face,happy,32.0,0.42928045988082886
airport,traffic,32.0,0.45150142908096313
rain,wind,32.0,0.7329744100570679
handwriting,sketch,32.0,0.289086252450943
city,living,32.0,0.508454442024231
rain,sunny,32.0,0.6051499843597412
blonde,haircut,32.0,0.47062379121780396
abandoned,ruins,32.0,0.243036687374115
black,yellow,32.0,0.6915519833564758
bacon,cooking,32.0,0.5379132032394409
dragonfly,pond,32.0,0.19477327167987823
ceiling,staircase,32.0,0.2853834331035614
morning,time,32.0,0.6407639384269714
potatoes,sweet,32.0,0.39915645122528076
day,sunny,32.0,0.5416041612625122
hotel,house,32.0,0.5912835001945496
guy,haircut,32.0,0.493684321641922
mud,sand,32.0,0.4953118562698364
staircase,wall,32.0,0.28551557660102844
brown,white,32.0,0.7025426626205444
dinner,sitting,32.0,0.5034119486808777
evening,morning,32.0,0.7734783887863159
bench,sitting,32.0,0.5409009456634521
hummingbird,pelican,32.0,0.38007956743240356
bike,chopper,32.0,0.3574523627758026
foliage,tulip,32.0,0.37163010239601135
bar,cafe,32.0,0.6611244082450867
autumn,sunshine,32.0,0.46178925037384033
potatoes,tomato,32.0,0.5669225454330444
scenery,trail,32.0,0.20674511790275574
jacket,skirt,32.0,0.6670786142349243
construction,skyscraper,32.0,0.23188289999961853
chicken,lamb,32.0,0.6061633229255676
grey,orange,32.0,0.557521402835846
bikini,lake,32.0,0.3048095405101776
carrots,soup,32.0,0.4427676200866699
bar,diner,32.0,0.4488265812397003
dessert,frozen,32.0,0.4075058102607727
cooking,diner,32.0,0.3567303717136383
violet,white,32.0,0.4875166714191437
apple,dessert,32.0,0.3423668146133423
cooking,noodles,32.0,0.5838226079940796
born,son,32.0,0.25742313265800476
insects,lizard,32.0,0.33205416798591614
foliage,twigs,32.0,0.31799378991127014
outdoor,pool,32.0,0.4922381043434143
morning,sunset,32.0,0.4466208815574646
escalator,subway,32.0,0.33262041211128235
bacon,soup,32.0,0.5579463243484497
berry,sweet,32.0,0.431670606136322
grey,pink,32.0,0.62363201379776
rain,sunshine,32.0,0.5976408123970032
game,played,32.0,0.6802710890769958
cocktail,dinner,32.0,0.5164922475814819
building,concrete,32.0,0.4113427996635437
street,town,32.0,0.635150134563446
friends,love,32.0,0.6946589946746826
festival,musicians,32.0,0.2689620852470398
berry,twigs,32.0,0.11357469111680984
ball,dropped,31.0,0.48464637994766235
black,violet,31.0,0.4868101477622986
hawk,wild,31.0,0.3741549551486969
cooking,salad,31.0,0.5567177534103394
floor,staircase,31.0,0.38108953833580017
lawn,patio,31.0,0.48751744627952576
guy,sports,31.0,0.5031751394271851
blossom,purple,31.0,0.33874744176864624
cold,rain,31.0,0.657807469367981
reptiles,wild,31.0,0.17022621631622314
glittering,sunshine,31.0,0.11944980919361115
room,staircase,31.0,0.30839571356773376
mammals,wild,31.0,0.21541020274162292
interior,painted,31.0,0.2928573489189148
forest,frog,31.0,0.4290037751197815
ceiling,window,31.0,0.5403242111206055
coast,sailing,31.0,0.3824462592601776
relaxed,sitting,31.0,0.42328789830207825
fungi,moss,31.0,0.05018783360719681
interior,staircase,31.0,0.10581411421298981
bride,photographer,31.0,0.4417969286441803
dirt,racing,31.0,0.3652029037475586
frozen,raspberry,31.0,0.3515811264514923
boys,school,31.0,0.6135131120681763
brown,violet,31.0,0.40133732557296753
played,stadium,31.0,0.3982435166835785
chapel,graveyard,31.0,0.30513718724250793
dew,frost,31.0,0.2265106588602066
dark,grey,31.0,0.722072184085846
desert,mountain,31.0,0.5600425601005554
berry,purple,31.0,0.4409573972225189
collage,illustrations,31.0,0.3456939458847046
cold,wet,31.0,0.6079505085945129
burger,cooking,31.0,0.46253833174705505
day,evening,31.0,0.6701005101203918
jean,shirt,31.0,0.4961118698120117
blue,white,31.0,0.7809454202651978
giraffe,lion,31.0,0.4344543516635895
dandelion,foliage,31.0,0.26993247866630554
birds,reptiles,31.0,0.38911697268486023
bathroom,floor,31.0,0.6953244805335999
love,smile,31.0,0.6504154801368713
small,village,31.0,0.44159430265426636
hat,jean,31.0,0.31698209047317505
bright,orange,31.0,0.5441938042640686
buds,fruit,31.0,0.3170391321182251
fell,tears,31.0,0.49923452734947205
food,fruit,31.0,0.5566092133522034
red,white,31.0,0.7438311576843262
collage,exhibition,31.0,0.35127943754196167
orange,raspberry,31.0,0.4598289728164673
hat,outfit,31.0,0.5214000940322876
hockey,played,31.0,0.49834179878234863
berry,eat,31.0,0.37796342372894287
bag,pillow,31.0,0.47390493750572205
bread,salad,31.0,0.6630783677101135
bathroom,ceiling,31.0,0.5477710962295532
bacon,burger,31.0,0.625981867313385
ceramic,floor,31.0,0.2594158947467804
fun,relaxed,31.0,0.37183305621147156
dawn,misty,31.0,0.38527369499206543
hot,weather,31.0,0.5091989040374756
pepper,potatoes,31.0,0.5014930367469788
pink,red,31.0,0.7520670294761658
interior,roof,31.0,0.24404489994049072
cute,kids,31.0,0.5458356738090515
vine,wine,31.0,0.2200363576412201
skyline,tower,31.0,0.41184374690055847
pets,terrier,31.0,0.31783634424209595
girls,sexy,31.0,0.5983102321624756
downtown,subway,31.0,0.4839634895324707
jump,leg,31.0,0.4584696590900421
dessert,salad,31.0,0.6191078424453735
shirt,socks,31.0,0.6610843539237976
exhibition,painting,31.0,0.5434212684631348
boardwalk,trail,31.0,0.27307841181755066
apple,blossom,31.0,0.26362526416778564
hawk,mallard,31.0,0.2234083116054535
hand,stand,31.0,0.5560128092765808
flowers,yellow,31.0,0.518539547920227
floor,porch,31.0,0.4921534061431885
dripping,washing,31.0,0.3922792673110962
foliage,ivy,31.0,0.1153218150138855
cliff,waterfall,30.0,0.34189140796661377
foliage,fruit,30.0,0.13143977522850037
orange,white,30.0,0.6355617046356201
station,underground,30.0,0.5013546347618103
foliage,yellow,30.0,0.2665059566497803
dude,friends,30.0,0.5939238667488098
forest,tropical,30.0,0.3263445198535919
rain,sun,30.0,0.6439456939697266
belly,dance,30.0,0.391450434923172
man,sexy,30.0,0.4794919192790985
colorful,outfit,30.0,0.39056944847106934
reptiles,rodents,30.0,0.44782570004463196
burger,salad,30.0,0.5895017385482788
fruit,sweet,30.0,0.4522072374820709
flamingo,mallard,30.0,0.22423207759857178
garage,kitchen,30.0,0.5262989401817322
roof,stairs,30.0,0.5205398201942444
club,hockey,30.0,0.4551836848258972
house,staircase,30.0,0.2415795624256134
feel,kiss,30.0,0.5180500149726868
bright,red,30.0,0.585593044757843
lake,valley,30.0,0.6589000821113586
door,patio,30.0,0.3682065010070801
apartment,kitchen,30.0,0.5936728119850159
grey,yellow,30.0,0.5697088241577148
chicken,salad,30.0,0.7525153160095215
punk,rock,30.0,0.6962345838546753
bloom,twigs,30.0,0.08981813490390778
blonde,wig,30.0,0.5052781701087952
cold,water,30.0,0.6233392953872681
blurred,lens,30.0,0.14988119900226593
door,porch,30.0,0.44781532883644104
foliage,orchids,30.0,0.3616951107978821
door,interior,30.0,0.242404505610466
female,makeup,30.0,0.3726614713668823
cloud,sunlight,30.0,0.2570834755897522
beach,pebbles,30.0,0.2336910218000412
bright,yellow,30.0,0.6297690272331238
bed,floor,30.0,0.6334323287010193
cherry,dessert,30.0,0.44652581214904785
misty,sunrise,30.0,0.394658625125885
dark,shade,30.0,0.5167170166969299
railroad,underground,30.0,0.48011115193367004
cafe,donut,30.0,0.3264244496822357
musicians,punk,30.0,0.3036186397075653
memorial,people,30.0,0.34202441573143005
stop,time,30.0,0.6087797284126282
glittering,star,30.0,0.14446291327476501
fun,idea,30.0,0.5265988707542419
band,uniform,30.0,0.3597790598869324
insects,plant,30.0,0.356542706489563
bedroom,kitchen,30.0,0.6769777536392212
harbour,scenery,30.0,0.17222169041633606
collage,painting,30.0,0.41552481055259705
mist,sky,30.0,0.36210405826568604
dawn,sunshine,30.0,0.31617143750190735
costumes,shirt,30.0,0.3614421784877777
mud,water,30.0,0.4286454916000366
blossom,violet,30.0,0.398458331823349
fishing,shore,30.0,0.32864588499069214
cloud,sunny,30.0,0.34165942668914795
shade,sunlight,30.0,0.40892598032951355
friends,smile,30.0,0.5712397694587708
bacon,salad,30.0,0.5636304616928101
pod,round,30.0,0.2458209991455078
flowers,fruit,30.0,0.4615296423435211
abstract,museum,30.0,0.3301936984062195
door,stairs,30.0,0.4914374053478241
feet,tall,30.0,0.5794082283973694
cooking,fruit,30.0,0.4236603081226349
burger,soup,30.0,0.5458686351776123
match,played,30.0,0.5187556743621826
cattle,goats,29.0,0.4380764365196228
camera,theatre,29.0,0.2962806224822998
flowers,wild,29.0,0.44298797845840454
licking,lips,29.0,0.4998541474342346
lunch,tea,29.0,0.572144091129303
berry,dessert,29.0,0.3690412640571594
downtown,shopping,29.0,0.48149052262306213
kitchen,washing,29.0,0.5549594163894653
petals,twigs,29.0,0.2711120545864105
happy,kids,29.0,0.46284613013267517
amphibians,birds,29.0,0.22048957645893097
cold,sunny,29.0,0.5306867957115173
meat,soup,29.0,0.5979446768760681
camel,desert,29.0,0.4403330683708191
foliage,shade,29.0,0.287483811378479
restaurant,room,29.0,0.4930962920188904
couple,family,29.0,0.5336867570877075
birds,mammals,29.0,0.3325845003128052
arch,porch,29.0,0.2914682924747467
kitty,licking,29.0,0.27632153034210205
blossom,ivy,29.0,0.411159873008728
grey,red,29.0,0.6402920484542847
bright,pink,29.0,0.5680556893348694
bay,cliff,29.0,0.3561093807220459
door,staircase,29.0,0.23320230841636658
chess,toys,29.0,0.29000023007392883
gull,hummingbird,29.0,0.2962457537651062
beauty,peacock,29.0,0.28307777643203735
boardwalk,park,29.0,0.35179492831230164
city,ruins,29.0,0.23566512763500214
bay,swim,29.0,0.3294120132923126
daisy,foliage,29.0,0.08228255808353424
apartment,bathroom,29.0,0.5921074151992798
flowers,purple,29.0,0.5329502820968628
hill,path,29.0,0.376228928565979
match,stadium,29.0,0.45862099528312683
monument,ruins,29.0,0.13783231377601624
dark,white,29.0,0.6855136156082153
ancient,city,29.0,0.2686239778995514
licking,puppy,29.0,0.33729287981987
metal,punk,29.0,0.5678105354309082
hotel,relaxed,29.0,0.20286621153354645
nuts,sunflower,29.0,0.2775987684726715
hot,wet,29.0,0.565828263759613
glass,vinyl,29.0,0.34345731139183044
foliage,moss,29.0,0.22562061250209808
coast,scenery,29.0,0.15990810096263885
bacon,bread,29.0,0.6092355251312256
brick,roof,29.0,0.40094491839408875
wet,winter,29.0,0.47430527210235596
dark,silhouette,29.0,0.296097069978714
bacon,dessert,29.0,0.43016794323921204
floor,stairs,29.0,0.6384579539299011
day,lunch,29.0,0.6097920536994934
line,lunch,29.0,0.4354824721813202
room,sitting,29.0,0.7069603204727173
interior,outdoor,29.0,0.31596705317497253
shirt,white,29.0,0.5853028297424316
licking,paws,29.0,0.3396106958389282
brown,pink,29.0,0.5915336012840271
friends,fun,29.0,0.7195811867713928
city,downtown,29.0,0.5498002171516418
pool,relaxed,28.0,0.3219859004020691
birds,dragonfly,28.0,0.18783284723758698
bacon,tomato,28.0,0.5075667500495911
dandelion,seed,28.0,0.3577865958213806
purple,shade,28.0,0.4755783975124359
bacon,pepper,28.0,0.563772439956665
dark,purple,28.0,0.620380699634552
door,floor,28.0,0.5493319630622864
sidewalk,street,28.0,0.44615438580513
bacon,sandwich,28.0,0.6844080686569214
petals,pink,28.0,0.301326185464859
colour,dark,28.0,0.5216240286827087
brick,staircase,28.0,0.236175537109375
fog,sunny,28.0,0.4482993483543396
valley,waterfall,28.0,0.30870091915130615
rice,soup,28.0,0.6839533448219299
patio,pool,28.0,0.5100716948509216
patio,sitting,28.0,0.3654271960258484
river,scenery,28.0,0.13705593347549438
beard,blonde,28.0,0.5117508172988892
nest,stork,28.0,0.18669193983078003
carrots,pepper,28.0,0.47536811232566833
collage,painted,28.0,0.3294753432273865
jump,swimming,28.0,0.45655277371406555
chapel,gravestone,28.0,0.05437465012073517
feel,smile,28.0,0.6142705082893372
flag,stripes,28.0,0.5121449828147888
harbour,town,28.0,0.38444674015045166
guitar,punk,28.0,0.38785746693611145
scenery,sunny,28.0,0.3227565884590149
christmas,valentine,28.0,0.7014791965484619
bloom,pink,28.0,0.3309575617313385
born,daughter,28.0,0.5575100183486938
insects,rodents,28.0,0.5758680105209351
bedroom,floor,28.0,0.6231297254562378
stairs,wall,28.0,0.45119720697402954
chapel,ruins,28.0,0.15583382546901703
beef,tomato,28.0,0.4838036000728607
doodle,scratch,28.0,0.27994289994239807
daffodils,purple,28.0,0.24845443665981293
lake,scenery,28.0,0.29678818583488464
roof,staircase,28.0,0.34819120168685913
boys,living,28.0,0.44629350304603577
chain,store,28.0,0.42013615369796753
coast,hill,28.0,0.4175374507904053
mushrooms,pepper,28.0,0.4965248703956604
porch,window,28.0,0.599166989326477
hot,water,28.0,0.5129619240760803
socks,white,28.0,0.5045746564865112
arch,bridge,28.0,0.4403901696205139
dessert,raspberry,28.0,0.4116644561290741
brick,ceiling,28.0,0.3920789659023285
scenery,sunshine,28.0,0.30117231607437134
city,square,28.0,0.5644657015800476
stand,walk,28.0,0.6518152356147766
evening,fun,28.0,0.5999025106430054
happy,sexy,28.0,0.46883392333984375
burger,mac,28.0,0.5536049008369446
painted,sculpture,28.0,0.5158218145370483
misty,morning,28.0,0.2921076714992523
frost,rain,28.0,0.4258616268634796
color,shade,28.0,0.45383787155151367
bacon,potatoes,28.0,0.5619462728500366
patio,stairs,28.0,0.23125997185707092
hot,washing,27.0,0.3355634808540344
button,stickers,27.0,0.3301866054534912
cute,happy,27.0,0.5754568576812744
happy,tears,27.0,0.36045268177986145
pepper,soup,27.0,0.5769621133804321
alley,racing,27.0,0.10970298945903778
smile,tears,27.0,0.5413483381271362
train,underground,27.0,0.36616721749305725
blonde,curled,27.0,0.33438342809677124
flamingo,mammals,27.0,0.14636525511741638
porch,staircase,27.0,0.35041168332099915
ford,river,27.0,0.28518033027648926
room,stairs,27.0,0.571878969669342
face,glittering,27.0,0.12660589814186096
nest,reptiles,27.0,0.15448351204395294
sailing,sunk,27.0,0.28674933314323425
floor,kitchen,27.0,0.649747908115387
cottage,garden,27.0,0.5339723229408264
day,weather,27.0,0.5577419400215149
amphibians,insects,27.0,0.3244858980178833
eat,sweet,27.0,0.47736430168151855
pregnant,round,27.0,0.3537752032279968
brown,feathers,27.0,0.27677619457244873
bed,sitting,27.0,0.6504071950912476
bike,rally,27.0,0.4393347203731537
apartment,patio,27.0,0.4068976640701294
cooking,dessert,27.0,0.48607414960861206
lily,purple,27.0,0.45192450284957886
kitchen,patio,27.0,0.45844656229019165
line,subway,27.0,0.4173501431941986
breakfast,room,27.0,0.48480358719825745
gull,reptiles,27.0,0.12237963825464249
dirty,rusty,27.0,0.41667044162750244
bath,bedroom,27.0,0.5432103276252747
cottage,patio,27.0,0.3563790023326874
misty,sunshine,27.0,0.34969452023506165
band,metal,27.0,0.6415745615959167
skyline,tall,27.0,0.21415218710899353
berry,foliage,27.0,0.0333925299346447
mushrooms,salad,27.0,0.5400387644767761
abandoned,soldiers,27.0,0.3051404654979706
bath,kitchen,27.0,0.5835264325141907
sitting,stop,27.0,0.5681049227714539
outdoor,swimming,27.0,0.41597893834114075
ruins,stone,27.0,0.1978265643119812
building,sidewalk,27.0,0.28948038816452026
fell,stop,27.0,0.405082106590271
cloud,ripples,27.0,0.1514635980129242
cliff,scenery,27.0,0.12941619753837585
salad,strawberry,27.0,0.5604580044746399
graveyard,ruins,27.0,0.16731144487857819
pepper,tomato,27.0,0.6135110259056091
line,metro,27.0,0.4023515284061432
birds,wild,27.0,0.5554029941558838
