word1,word2,SimLex,cos
endurance,band,0.4,0.02649851143360138
jail,choice,1.08,0.0002820543013513088
condition,boy,0.48,0.1927981674671173
flower,endurance,0.4,-0.03686608746647835
hole,agreement,0.3,0.00039426184957847
doctor,temper,0.48,0.12621450424194336
fraternity,door,0.68,0.15111298859119415
task,woman,0.68,0.042104993015527725
fraternity,baseball,0.88,0.18692223727703094
cent,size,0.4,0.15692362189292908
presence,door,0.48,0.048934806138277054
mouse,management,0.48,0.0011825255351141095
task,highway,0.48,0.09499869495630264
liquor,century,0.4,0.04289316013455391
task,straw,0.68,0.058854106813669205
island,task,0.3,0.03541920706629753
night,chapter,0.48,0.13201677799224854
pollution,president,0.68,0.047245100140571594
gun,trick,0.48,0.04892069473862648
bath,trick,0.58,0.17448705434799194
diet,apple,1.18,0.1587264984846115
cent,wife,0.58,0.07392337918281555
chapter,tail,0.3,0.10117235034704208
course,stomach,0.58,0.07907260954380035
hymn,straw,0.4,0.15273158252239227
dentist,colonel,0.4,0.27059802412986755
wife,straw,0.4,0.049724776297807693
hole,wife,0.68,0.0295477993786335
pupil,president,0.78,-0.01314077340066433
bath,wife,0.48,0.17019939422607422
people,cent,0.48,0.04098730534315109
formula,log,1.77,-0.0022380801383405924
woman,fur,0.58,0.114194355905056
apple,sunshine,0.58,0.1804048866033554
gun,dawn,1.18,0.09167894721031189
meal,waist,0.98,0.03302442282438278
camera,president,0.48,-0.017754191532731056
liquor,band,0.68,0.03530624508857727
stomach,vein,2.35,0.15728585422039032
gun,fur,0.3,0.1387610137462616
couch,baseball,0.88,0.09572449326515198
worker,camera,0.68,0.10186190903186798
deck,mouse,0.48,0.08071669191122055
rice,boy,0.4,0.09536492079496384
people,gun,0.68,0.083412304520607
cliff,tail,0.3,0.1732063889503479
ankle,window,0.3,0.12584048509597778
princess,island,0.3,0.1625266671180725
container,mouse,0.3,0.04850170761346817
wagon,container,2.65,0.22419805824756622
people,balloon,0.48,0.0528879351913929
dollar,people,0.4,0.1161893904209137
bath,balloon,0.4,0.10904216766357422
stomach,bedroom,0.4,0.13166961073875427
bicycle,bedroom,0.4,0.17592808604240417
log,bath,0.4,0.05952038615942001
bowl,tail,0.48,0.23213240504264832
go,come,2.42,0.660467803478241
take,steal,6.18,0.2593824565410614
listen,hear,8.17,0.6487070918083191
think,rationalize,8.25,0.202552929520607
occur,happen,9.32,0.6608624458312988
vanish,disappear,9.8,0.9004226922988892
multiply,divide,1.75,0.2979658544063568
plead,beg,9.08,0.5100144743919373
begin,originate,8.2,0.15195268392562866
protect,defend,9.13,0.6000400185585022
kill,destroy,5.9,0.5964593887329102
create,make,8.72,0.44415223598480225
accept,reject,0.83,0.6692350506782532
ignore,avoid,6.87,0.3882373869419098
carry,bring,5.8,0.49563688039779663
leave,enter,0.95,0.4764121174812317
choose,elect,7.62,0.40812334418296814
lose,fail,7.33,0.42739883065223694
encourage,discourage,1.58,0.6204319000244141
achieve,accomplish,8.57,0.7061797976493835
make,construct,8.33,0.2623901069164276
listen,obey,4.93,0.292753130197525
inform,notify,9.25,0.6716383099555969
receive,give,1.47,0.5135117769241333
borrow,beg,2.62,0.22443732619285583
take,obtain,7.1,0.24656321108341217
advise,recommend,8.1,0.5992341637611389
imitate,portray,6.75,0.4300353229045868
win,succeed,7.9,0.3487479090690613
think,decide,5.13,0.36984333395957947
greet,meet,6.17,0.4248200058937073
agree,argue,0.77,0.5025951266288757
enjoy,entertain,5.92,0.39684176445007324
destroy,make,1.6,0.21364544332027435
save,protect,6.58,0.4019301235675812
give,lend,7.22,0.47309350967407227
understand,know,7.47,0.701806902885437
take,receive,5.08,0.32932600378990173
accept,acknowledge,6.88,0.5503442287445068
decide,choose,8.87,0.6101884841918945
accept,believe,6.75,0.33817702531814575
keep,possess,8.27,0.17311638593673706
roam,wander,8.83,0.670538604259491
succeed,fail,0.83,0.34452328085899353
spend,save,0.55,0.3804434537887573
leave,go,7.63,0.475437194108963
come,attend,8.1,0.2711504399776459
know,believe,5.5,0.5885564088821411
gather,meet,7.3,0.32577744126319885
make,earn,7.62,0.34733203053474426
forget,ignore,3.07,0.5128528475761414
multiply,add,2.7,0.36441758275032043
shrink,grow,0.23,0.5707281231880188
arrive,leave,1.33,0.46789756417274475
succeed,try,3.98,0.18057772517204285
accept,deny,1.75,0.4046018123626709
arrive,come,7.05,0.448264479637146
agree,differ,1.05,0.34025371074676514
send,receive,1.08,0.4633007049560547
win,dominate,5.68,0.34382760524749756
add,divide,2.3,0.16406729817390442
kill,choke,4.92,0.39501720666885376
acquire,get,8.82,0.20618343353271484
participate,join,7.7,0.6274098753929138
leave,remain,2.53,0.46549421548843384
go,enter,4.0,0.4434315264225006
take,carry,5.23,0.4810796082019806
forget,learn,1.18,0.3875550329685211
appoint,elect,8.17,0.5806845426559448
engage,marry,5.43,0.19426128268241882
ask,pray,3.72,0.4134025275707245
go,send,3.75,0.4585714638233185
take,deliver,4.37,0.22928687930107117
speak,hear,3.02,0.4941719174385071
analyze,evaluate,8.03,0.7479891777038574
argue,rationalize,4.2,0.2792005240917206
lose,keep,1.05,0.30240103602409363
compare,analyze,8.1,0.5279795527458191
disorganize,organize,1.45,0.34863463044166565
go,allow,3.62,0.23294652998447418
take,possess,7.2,0.2435629665851593
learn,listen,3.88,0.39190325140953064
destroy,construct,0.92,0.32852786779403687
create,build,8.48,0.5695980787277222
steal,buy,1.13,0.36050644516944885
kill,hang,4.45,0.24479691684246063
forget,know,0.92,0.5859931111335754
create,imagine,5.13,0.24922551214694977
do,happen,4.23,0.5667040944099426
win,accomplish,7.85,0.3058018386363983
give,deny,1.43,0.36306631565093994
deserve,earn,5.8,0.41068264842033386
get,put,1.98,0.46231910586357117
locate,find,8.73,0.5766041874885559
appear,attend,6.28,0.2519914507865906
know,comprehend,7.63,0.4310116469860077
pretend,imagine,8.47,0.47361740469932556
satisfy,please,7.67,0.16465064883232117
cherish,keep,4.85,0.1932542324066162
argue,differ,5.15,0.25710195302963257
overcome,dominate,6.25,0.2735844552516937
behave,obey,7.3,0.37430402636528015
cooperate,participate,6.43,0.4417467415332794
achieve,try,4.42,0.14024926722049713
fail,discourage,3.33,0.16838762164115906
begin,quit,1.28,0.22043684124946594
say,participate,3.82,0.13564357161521912
come,bring,2.42,0.6255675554275513
declare,announce,9.08,0.39905616641044617
read,comprehend,4.7,0.4054543972015381
take,leave,2.47,0.42964932322502136
proclaim,announce,8.18,0.3627855181694031
acquire,obtain,8.57,0.4640146791934967
conclude,decide,7.75,0.332127183675766
please,plead,2.98,0.14120878279209137
argue,prove,4.83,0.528295636177063
ask,plead,6.47,0.40351712703704834
find,disappear,0.77,0.24782849848270416
inspect,examine,8.75,0.5661683678627014
verify,justify,4.08,0.30099359154701233
assume,predict,4.85,0.3866138458251953
learn,evaluate,4.17,0.3364676535129547
argue,justify,5.0,0.45148640871047974
make,become,4.77,0.4043811857700348
discover,originate,4.83,0.1374208927154541
achieve,succeed,7.5,0.4602586328983307
give,put,3.65,0.46623867750167847
understand,listen,4.68,0.39678969979286194
expand,grow,8.27,0.5926057696342468
borrow,sell,1.73,0.4208317995071411
keep,protect,5.4,0.43375056982040405
explain,prove,4.1,0.3301253318786621
assume,pretend,3.72,0.4567227065563202
agree,please,4.13,0.22300831973552704
forgive,forget,3.92,0.45380502939224243
clarify,explain,8.33,0.6327856183052063
understand,forgive,4.87,0.29596856236457825
remind,forget,0.87,0.5562858581542969
get,remain,1.6,0.2428881824016571
realize,discover,7.47,0.490535169839859
require,inquire,1.82,0.03767452389001846
ignore,ask,1.07,0.30899590253829956
think,inquire,4.77,0.11980726569890976
reject,avoid,4.78,0.2253437340259552
argue,persuade,6.23,0.3355446755886078
pursue,persuade,3.17,0.20070931315422058
accept,forgive,3.73,0.4178965389728546
do,quit,1.17,0.28854596614837646
investigate,examine,8.1,0.6976641416549683
discuss,explain,6.67,0.4329390823841095
owe,lend,2.32,0.2829299569129944
explore,discover,8.48,0.543845534324646
complain,argue,4.8,0.5308864712715149
withdraw,reject,6.38,0.4809020757675171
keep,borrow,2.25,0.21306142210960388
beg,ask,6.0,0.5436978340148926
arrange,organize,8.27,0.5967070460319519
reduce,shrink,8.02,0.5131840705871582
speak,acknowledge,4.67,0.3852696418762207
give,borrow,2.22,0.21991492807865143
kill,defend,2.63,0.29566723108291626
disappear,shrink,5.8,0.5115950107574463
deliver,carry,3.88,0.3697110712528229
breathe,choke,1.37,0.32353782653808594
acknowledge,notify,5.3,0.3694908916950226
become,seem,2.63,0.33628466725349426
pretend,seem,4.68,0.43353310227394104
accomplish,become,4.0,0.2604084312915802
contemplate,think,8.82,0.34495899081230164
determine,predict,5.8,0.49832984805107117
please,entertain,5.0,0.12855085730552673
remain,retain,5.75,0.4075036644935608
pretend,portray,7.03,0.4028667211532593
forget,retain,0.63,0.15699298679828644
want,choose,4.78,0.49791452288627625
lose,get,0.77,0.4414205551147461
try,think,2.62,0.4266486167907715
become,appear,4.77,0.28868216276168823
leave,ignore,4.42,0.37851622700691223
accept,recommend,2.75,0.30510321259498596
leave,wander,3.57,0.4024530351161957
keep,give,1.05,0.3781266510486603
give,allow,5.15,0.49367666244506836
bring,send,2.97,0.4825325906276703
absorb,learn,5.48,0.30058759450912476
acquire,find,6.38,0.2685350179672241
leave,appear,0.97,0.26873159408569336
create,destroy,0.63,0.3772241175174713
begin,go,7.42,0.3483112156391144
get,buy,5.08,0.33785414695739746
collect,save,6.67,0.3149435818195343
replace,restore,5.73,0.3724880814552307
join,add,8.1,0.33020690083503723
join,marry,5.35,0.32295849919319153
accept,deliver,1.58,0.3003443479537964
attach,join,7.75,0.13634897768497467
put,hang,3.0,0.4910973608493805
go,sell,0.97,0.2750222384929657
communicate,pray,3.55,0.2333686351776123
give,steal,0.5,0.32030507922172546
add,build,4.92,0.4318605959415436
bring,restore,2.62,0.39503979682922363
comprehend,satisfy,2.55,0.3025502562522888
portray,decide,1.18,0.1295623779296875
organize,become,1.77,0.1734476089477539
give,know,0.88,0.30868518352508545
say,verify,4.9,0.28634217381477356
cooperate,join,5.18,0.39373496174812317
arrange,require,0.98,0.2003134936094284
borrow,want,1.77,0.16126497089862823
investigate,pursue,7.15,0.400617390871048
ignore,explore,0.4,0.21225453913211823
bring,complain,0.98,0.1510724574327469
enter,owe,0.68,0.00040805854951031506
portray,notify,0.78,0.14553341269493103
remind,sell,0.4,0.14801087975502014
absorb,possess,5.0,0.23864424228668213
join,acquire,2.85,0.262319415807724
send,attend,1.67,0.313500314950943
gather,attend,4.8,0.33290237188339233
absorb,withdraw,2.97,0.2169039249420166
attend,arrive,6.08,0.365384966135025
